City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
98,Chui,1,UY,1611966009,90,-33.6971,-53.4616,69.39,4.12
99,Bethel,0,US,1611965812,57,41.3712,-73.414,16.0,1.01
100,Half Moon Bay,1,US,1611966009,62,37.4636,-122.4286,55.4,4.61
101,Tautira,75,PF,1611966010,58,-17.7333,-149.15,86.0,10.36
102,Tasiilaq,90,GL,1611965859,57,65.6145,-37.6368,15.8,28.77
103,Ukmerge,90,LT,1611966010,86,55.25,24.75,24.8,9.22
104,Icatu,100,BR,1611966010,84,-2.7758,-44.0658,78.49,9.82
105,Gornopravdinsk,66,RU,1611966010,84,60.05,69.9,-20.92,7.81
106,Elliot Lake,1,CA,1611966010,73,46.3834,-82.6331,19.4,9.22
107,San Patricio,90,US,1611966011,68,28.017,-97.5169,71.6,16.11
108,Puerto Ayora,83,EC,1611966000,90,-0.7393,-90.3518,79.0,7.0
109,Ponta do Sol,58,PT,1611966011,76,32.6667,-17.1,57.0,5.99
110,Brae,20,GB,1611966011,75,60.3964,-1.353,33.8,10.36
111,Ubari,0,LY,1611966011,62,26.5921,12.7805,49.15,2.75
112,Koumac,3,NC,1611966012,63,-20.5667,164.2833,83.37,5.59
113,Iwanai,97,JP,1611966012,96,42.9744,140.5089,28.04,16.06
114,Port Elizabeth,0,ZA,1611966012,82,-33.918,25.5701,62.6,5.75
115,Port Hardy,90,CA,1611966012,87,50.6996,-127.4199,42.8,23.02
116,Gualaquiza,51,EC,1611966012,88,-3.4,-78.55,66.2,0.74
117,Constitución,100,CL,1611966013,94,-35.3333,-72.4167,61.07,10.22
118,Carlisle,100,US,1611966013,62,40.2015,-77.1889,28.0,4.0
119,Ankazoabo,93,MG,1611965835,84,-22.2833,44.5167,74.23,1.7
120,Uarini,40,BR,1611966013,83,-2.99,-65.1083,80.6,9.22
121,Måløy,90,NO,1611966013,93,61.9353,5.1136,33.01,9.22
122,West Odessa,1,US,1611966013,36,31.8424,-102.4988,60.8,11.5
123,Faya,0,SA,1611965879,38,18.3851,42.4509,57.2,5.75
124,Great Bend,1,US,1611966014,75,38.3645,-98.7648,42.8,9.22
125,Kambove,100,CD,1611966014,93,-10.8764,26.5969,60.62,1.95
126,Sioux Lookout,75,CA,1611965997,67,50.1001,-91.917,12.2,3.44
127,Pilar,75,BR,1611966014,94,-9.5972,-35.9567,77.0,2.3
128,Arraial do Cabo,59,BR,1611966015,82,-22.9661,-42.0278,78.03,27.49
129,Esperance,0,AU,1611965833,63,-33.8667,121.9,66.2,12.66
130,Vardø,100,NO,1611966015,96,70.3705,31.1107,24.87,20.0
131,Seabra,52,BR,1611966015,48,-12.4186,-41.7703,69.4,4.25
132,Rocha,56,UY,1611966015,77,-34.4833,-54.3333,70.14,4.09
133,Panabá,26,MX,1611966015,77,21.2833,-88.2667,68.16,11.05
134,Dingle,100,PH,1611966016,90,10.9995,122.6711,74.59,11.72
135,Alugan,100,PH,1611966016,83,12.2188,125.4808,77.67,22.91
136,Leningradskiy,98,RU,1611966016,84,69.3833,178.4167,-23.15,8.95
137,Cidreira,62,BR,1611966016,88,-30.1811,-50.2056,76.14,7.94
138,The Valley,20,AI,1611966016,88,18.217,-63.0578,77.0,4.61
139,Beloha,26,MG,1611966016,87,-25.1667,45.05,75.78,6.8
140,Ust-Nera,100,RU,1611966017,79,64.5667,143.2,-17.05,3.69
141,Jackson,1,US,1611965741,61,42.4165,-122.8345,46.4,4.61
142,Castletown,90,IE,1611966017,87,53.0281,-9.0686,44.6,18.41
143,Faanui,79,PF,1611965898,66,-16.4833,-151.75,80.94,3.04
144,Carnarvon,0,AU,1611966017,33,-24.8667,113.6333,91.4,14.97
145,Ust'-Omchug,80,RU,1611966018,79,61.15,149.6333,-28.66,5.64
146,Kieta,42,PG,1611965878,72,-6.2167,155.6333,85.5,13.02
147,Liverpool,90,GB,1611965895,87,53.4106,-2.9779,42.8,17.27
148,Longyearbyen,20,SJ,1611965786,55,78.2186,15.6401,-0.4,23.02
149,Fortuna,75,US,1611966018,71,40.5982,-124.1573,52.0,6.91
150,Parczew,58,PL,1611966018,92,51.6402,22.9006,21.99,1.14
151,Yangi Marg`ilon,51,UZ,1611965892,51,40.4272,71.7189,30.2,4.61
152,Hermanus,77,ZA,1611966019,83,-34.4187,19.2345,64.99,3.0
153,Rawson,18,AR,1611966019,57,-43.3002,-65.1023,57.92,12.01
154,Dickinson,1,US,1611966019,77,29.4608,-95.0513,59.0,11.5
155,La Asuncion,14,VE,1611966019,87,11.0333,-63.8628,75.09,11.43
156,Ancud,0,CL,1611966019,67,-41.8697,-73.8203,59.0,6.91
157,Lorengau,99,PG,1611966019,72,-2.0226,147.2712,85.08,10.13
158,San Luis,75,AR,1611966020,57,-33.295,-66.3356,78.8,16.11
159,Lázaro Cárdenas,100,MX,1611966020,63,17.9583,-102.2,82.02,8.46
160,Koplik,90,AL,1611966020,100,42.2136,19.4364,42.8,3.44
161,Saint George,20,US,1611966020,65,37.1041,-113.5841,44.6,4.61
162,Sinnamary,99,GF,1611965898,89,5.3833,-52.95,77.16,13.42
163,Lata,100,PT,1611966021,93,40.1629,-8.3327,57.99,5.99
164,Cayenne,75,GF,1611966021,94,4.9333,-52.3333,78.8,2.3
165,Demyansk,99,RU,1611966021,97,57.643,32.466,26.65,5.86
166,Ingersoll,90,CA,1611966021,79,43.0334,-80.883,21.2,2.3
167,Inuvik,23,CA,1611966021,68,68.3499,-133.7218,-29.2,3.44
168,Poum,4,NC,1611966021,70,-20.2333,164.0167,81.09,10.38
169,Bilibino,9,RU,1611966022,79,68.0546,166.4372,-24.23,4.81
170,Kharian,0,PK,1611965901,100,32.8149,73.8636,41.0,4.41
171,Santa Maria,40,BR,1611966022,100,-29.6842,-53.8069,73.4,2.3
172,Lebu,100,CL,1611966022,91,-37.6167,-73.65,57.06,4.32
173,Shelburne,90,CA,1611966022,92,44.0787,-80.2041,14.0,2.3
174,Paracuru,88,BR,1611966022,77,-3.41,-39.0306,81.0,20.0
175,Kahului,40,US,1611965789,57,20.8947,-156.47,78.8,23.02
176,Otavi,100,NA,1611966023,76,-19.65,17.3333,67.24,6.38
177,Province of Mantua,20,IT,1611966023,86,45.1667,10.7833,33.01,1.14
178,Tinos,90,GR,1611966023,82,37.5375,25.1634,60.01,20.71
179,Airai,100,TL,1611966023,100,-8.9266,125.4092,63.88,4.29
180,Letlhakeng,73,BW,1611966023,83,-24.0944,25.0298,69.49,7.54
181,Necochea,85,AR,1611966024,73,-38.5473,-58.7368,69.01,5.82
182,Penzance,75,GB,1611966024,100,50.1186,-5.5371,51.8,23.02
183,Karratha,49,AU,1611966024,65,-20.7377,116.8463,84.65,2.68
184,Ostrovnoy,100,RU,1611966024,93,68.0531,39.5131,7.9,18.01
185,Clyde River,1,CA,1611965907,77,70.4692,-68.5914,-13.0,9.22
186,Los Llanos de Aridane,20,ES,1611965837,82,28.6585,-17.9182,66.2,9.22
187,Saint Paul Harbor,1,US,1611966025,64,57.79,-152.4072,35.6,18.41
188,Sobolevo,100,RU,1611966025,98,54.4299,31.8996,24.28,12.75
189,Broome,90,US,1611966025,78,42.2506,-75.833,12.0,9.22
190,Zhuanghe,1,CN,1611966025,94,39.7008,122.9911,15.67,2.66
191,Taoudenni,0,ML,1611966026,23,22.6783,-3.9836,70.25,12.35
192,Carballo,40,ES,1611966026,82,43.213,-8.691,55.4,16.11
193,Camacha,75,PT,1611966026,82,33.0833,-16.3333,62.6,6.91
194,Puerto Ayacucho,41,VE,1611966026,56,5.6639,-67.6236,82.74,8.93
195,Mabaruma,73,GY,1611966026,87,8.2,-59.7833,74.19,4.45
196,Kananga,75,CD,1611966026,93,-5.8958,22.4178,69.58,2.91
197,Alta Floresta,97,BR,1611966027,95,-9.8756,-56.0861,73.13,2.04
198,Arrifes,20,PT,1611966027,94,37.7667,-25.7,59.0,9.22
199,Saint-Philippe,0,RE,1611966027,65,-21.3585,55.7679,77.0,6.91
200,Orange,75,US,1611965815,71,33.7,-117.7675,55.0,5.73
201,Havøysund,75,NO,1611965872,79,70.9963,24.6622,17.6,3.44
202,Klin,40,RU,1611966028,74,56.3333,36.7333,28.4,13.42
203,East London,10,ZA,1611966028,69,-33.0153,27.9116,70.3,0.83
204,Fukuechō,20,JP,1611966028,70,32.6881,128.8419,41.0,2.3
205,El Escorial,6,ES,1611966028,85,40.5914,-4.1474,50.0,7.0
206,Ginda,0,IN,1611966028,50,30.6945,78.4932,35.49,7.56
207,São Miguel do Araguaia,97,BR,1611966029,86,-13.275,-50.1628,74.01,4.16
208,Talnakh,1,RU,1611965833,65,69.4865,88.3972,-31.97,2.51
209,Coquimbo,90,CL,1611965890,88,-29.9533,-71.3436,62.6,6.91
210,Portland,75,US,1611965745,61,45.5234,-122.6762,48.2,6.91
211,Vostok,100,RU,1611966029,89,46.4856,135.8833,-14.22,2.08
212,Kabare,26,CD,1611966029,83,-2.4683,28.8242,59.88,0.45
213,Callaway,1,US,1611966029,66,30.153,-85.5699,51.01,4.61
214,Matagami,90,CA,1611966030,92,49.7502,-77.6328,-2.2,13.8
215,Padang,75,ID,1611966030,100,-0.9492,100.3543,73.4,4.61
216,Gainesville,1,US,1611965940,61,29.6516,-82.3248,51.01,3.56
217,Pontalina,87,BR,1611966030,68,-17.525,-49.4472,73.69,2.8
218,Domoni,82,KM,1611966030,78,-12.2569,44.5319,79.75,6.87
219,Canary Islands,0,ES,1611966031,88,28.0,-15.5,69.01,8.05
220,Kapaa,75,US,1611966031,65,22.0752,-159.319,77.0,16.11
221,Verāval,61,IN,1611966031,30,20.9,70.3667,64.17,13.35
222,Warrnambool,98,AU,1611966031,84,-38.3833,142.4833,64.99,10.56
223,Batemans Bay,98,AU,1611966031,70,-35.7167,150.1833,68.0,4.0
224,Yazman,0,PK,1611966005,40,29.1212,71.7446,49.21,3.87
225,Touros,0,BR,1611965897,78,-5.1989,-35.4608,78.8,8.05
226,Buin,90,CL,1611966032,94,-33.7333,-70.75,69.01,9.22
227,Chapais,90,CA,1611966032,78,49.7834,-74.8492,1.4,9.22
228,Upernavik,28,GL,1611966032,84,72.7868,-56.1549,-8.28,11.03
229,Pacific Grove,1,US,1611966033,62,36.6177,-121.9166,55.0,8.05
230,El Tigre,39,VE,1611966033,56,8.8875,-64.2454,80.42,11.59
231,Hastings,96,GB,1611966033,82,50.8552,0.5729,45.0,4.0
232,Midland,1,US,1611966033,36,31.9974,-102.0779,62.6,9.22
233,Belton,1,US,1611966033,66,38.812,-94.5319,48.2,10.36
234,Broken Hill,4,AU,1611965873,53,-31.95,141.4333,71.6,20.71
235,High Level,1,CA,1611966034,84,58.5169,-117.136,-7.6,2.3
236,Cockburn Town,75,TC,1611966034,56,21.4612,-71.1419,71.6,17.27
237,Brisbane,40,AU,1611965871,57,-27.4679,153.0281,84.99,10.36
238,Jasper,1,US,1611966034,46,37.2001,-94.3502,50.0,16.11
239,Vallenar,10,CL,1611966035,52,-28.5708,-70.7581,69.84,3.85
240,Itoman,20,JP,1611966035,51,26.1247,127.6694,59.0,8.05
241,María Chiquita,97,PA,1611966035,71,9.4431,-79.7558,79.0,15.57
242,Korla,0,CN,1611966035,83,41.7597,86.1469,20.46,2.86
243,College,40,US,1611966035,78,64.8569,-147.8028,5.0,3.44
244,Lira,49,UG,1611965785,44,2.235,32.9097,70.03,2.95
245,Tandur,82,IN,1611966036,72,17.2333,77.5833,66.34,5.86
246,Camaçari,40,BR,1611966036,69,-12.6975,-38.3242,82.4,11.5
247,Vila Velha,0,BR,1611965898,78,-20.3297,-40.2925,78.8,11.5
248,Savonlinna,90,FI,1611966036,93,61.8699,28.88,24.8,10.36
249,Chopovychi,38,UA,1611966037,97,50.8332,28.9533,20.95,9.01
250,Saint-Joseph,0,RE,1611966037,65,-21.3667,55.6167,77.0,6.91
251,Cururupu,95,BR,1611966037,83,-1.8283,-44.8683,78.1,4.99
252,Marsá Maţrūḩ,40,EG,1611966037,66,31.3525,27.2453,51.8,6.91
253,Manokwari,100,ID,1611965869,72,-0.8667,134.0833,80.73,3.47
254,Lárdos,75,GR,1611965840,66,36.0942,28.0157,53.6,5.75
255,George Town,20,MY,1611966038,83,5.4112,100.3354,77.0,4.61
256,Lishui,0,CN,1611966038,73,28.4604,119.9103,40.8,2.24
257,Sibolga,100,ID,1611966038,89,1.7427,98.7792,74.25,2.01
258,Ukiah,90,US,1611965828,62,39.1502,-123.2078,51.8,3.8
259,Antofagasta,20,CL,1611966038,73,-23.65,-70.4,68.0,11.5
260,Delicias,0,ES,1611966039,72,41.6493,-0.9076,59.0,3.44
261,Puerto Escondido,90,MX,1611965839,78,15.85,-97.0667,80.6,11.5
262,Três Lagoas,98,BR,1611966039,89,-20.7511,-51.6783,73.63,5.08
263,São Filipe,88,CV,1611965809,56,14.8961,-24.4956,75.24,9.46
264,Mahibadhoo,15,MV,1611966040,77,3.7833,72.9667,80.37,14.29
265,Bira,0,RU,1611966040,78,49.0,132.4667,-13.52,2.44
266,Ilave,26,PE,1611966040,53,-16.0833,-69.6667,46.58,4.14
267,Lagos,58,NG,1611965806,84,6.5833,3.75,79.38,5.19
268,Geraldton,0,AU,1611966040,23,-28.7667,114.6,87.8,28.77
269,Antsla,90,EE,1611966040,93,57.8256,26.5406,28.4,10.36
270,Manzhouli,40,CN,1611965901,81,49.6,117.4333,-24.68,1.36
271,Valdivia,40,CL,1611965835,63,-39.8142,-73.2459,64.4,5.75
272,Ol'ga,26,RU,1611966041,81,43.7444,135.2892,-6.07,7.67
273,Bonavista,100,CA,1611966041,100,48.6499,-53.1147,27.0,6.91
274,Panguna,52,PG,1611966041,73,-6.3164,155.4848,81.18,5.19
275,Kudahuvadhoo,58,MV,1611966042,79,2.6708,72.8944,80.73,15.75
276,Matara,87,LK,1611966033,88,5.9485,80.5353,74.53,3.76
277,Kununurra,100,AU,1611966042,84,-15.7667,128.7333,84.2,12.66
278,Nanortalik,100,GL,1611966042,90,60.1432,-45.2371,32.47,8.43
279,Ko Samui,58,TH,1611966042,79,9.5357,99.9357,79.81,13.11
280,Eureka,83,US,1611966001,71,40.8021,-124.1637,51.01,5.99
281,Paraty,100,BR,1611966043,69,-23.2178,-44.7131,79.38,3.02
282,Vila do Maio,0,CV,1611966043,68,15.1333,-23.2167,71.6,19.57
283,Dzaoudzi,0,YT,1611966043,78,-12.7887,45.2699,80.6,4.61
284,Morondava,99,MG,1611966044,82,-20.2833,44.2833,80.65,5.46
285,Souillac,40,MU,1611966044,78,-20.5167,57.5167,80.6,8.05
286,Hanna,76,CA,1611966044,85,51.6334,-111.9018,6.01,3.0
287,Sitka,90,US,1611966044,52,57.0531,-135.33,37.4,13.8
288,Wilmington,1,US,1611965747,41,34.2257,-77.9447,39.99,4.61
289,Adrar,0,MR,1611966045,24,20.5022,-10.0711,65.95,10.13
290,Najrān,0,SA,1611966045,25,17.4924,44.1277,60.8,5.14
291,Malyn,27,UA,1611966045,80,50.7723,29.2383,26.6,8.95
292,Salinópolis,98,BR,1611966046,79,-0.6136,-47.3561,80.65,14.29
293,Bumba,62,CD,1611966046,92,2.1833,22.4667,71.65,1.48
294,Peto,17,MX,1611966046,62,20.1333,-88.9167,75.11,3.8
295,La Rioja,0,ES,1611966046,93,42.25,-2.5,42.8,4.61
296,Marzuq,0,YE,1611966047,35,14.4,46.4667,58.12,3.98
297,Ilulissat,0,GL,1611966047,60,69.2167,-51.1,-0.4,4.61
298,Fairbanks,1,US,1611966032,77,64.8378,-147.7164,5.0,2.68
299,Nurota,77,UZ,1611966047,38,40.5614,65.6886,41.0,13.8
300,Ushibukamachi,0,JP,1611966048,62,32.1906,130.0228,42.67,5.55
301,Yerbogachën,50,RU,1611966048,77,61.2767,108.0108,-45.06,5.57
302,Auki,100,SB,1611966048,82,-8.7676,160.7034,82.44,10.69
303,Andenes,20,NO,1611965814,73,69.3143,16.1194,21.2,13.8
304,San Vicente,54,AR,1611966049,97,-26.6167,-54.1333,70.38,5.08
305,Mandalgovi,67,MN,1611966049,88,45.7625,106.2708,15.73,13.22
306,Abashiri,75,JP,1611966049,100,44.0213,144.2697,28.0,12.66
307,Gawler,25,AU,1611966049,54,-34.6,138.7333,71.01,4.0
308,Takaka,33,NZ,1611966049,80,-40.85,172.8,59.0,5.01
309,Jalu,0,LY,1611966050,71,29.0331,21.5482,54.48,9.82
310,Oussouye,0,SN,1611966050,73,12.485,-16.5469,73.4,6.91
311,La Santisima Trinidad,99,BO,1611966050,91,-14.8333,-64.9,76.39,4.65
312,Mweka,98,CD,1611966050,83,-4.85,21.5667,70.7,1.41
313,Valparaíso,75,CL,1611966050,94,-33.0393,-71.6273,66.99,5.75
314,Vitim,55,RU,1611966050,76,59.4511,112.5578,-43.35,4.18
315,Rostovka,88,RU,1611966051,94,55.3842,71.8891,5.43,1.05
316,Benalla,75,AU,1611966051,69,-36.55,145.9833,77.0,8.05
317,Emba,100,KZ,1611966051,95,48.8264,58.1442,20.82,5.82
318,Pimentel,0,PE,1611966051,68,-6.8367,-79.9342,73.4,19.57
319,Ambon City,20,ID,1611965850,66,-3.6954,128.1814,86.0,3.44
320,Mahébourg,40,MU,1611966051,78,-20.4081,57.7,80.6,8.05
321,Waipawa,40,NZ,1611966051,55,-41.4122,175.5153,63.0,20.71
322,Bjørnevatn,100,NO,1611966052,85,69.6672,29.9847,10.4,3.44
323,Buala,100,SB,1611966052,76,-8.145,159.5921,84.51,13.29
324,Huangpi,0,CN,1611966052,53,30.8845,114.3779,46.4,6.71
325,Lompoc,75,US,1611966052,82,34.6391,-120.4579,51.8,4.61
326,Barreirinha,66,BR,1611966052,94,-2.7933,-57.07,76.14,2.51
327,Perumpāvūr,100,IN,1611966053,94,10.1333,76.4833,73.4,1.54
328,Morón,8,AR,1611965909,67,-34.6534,-58.6198,81.0,3.8
329,Serebryansk,72,KZ,1611966053,84,49.6925,83.2892,-5.8,2.24
330,Hudson Bay,99,CA,1611966053,96,52.85,-102.3842,12.11,3.29
331,Tessalit,0,ML,1611966053,26,20.1986,1.0114,62.91,13.4
